Index,y_true,y_pred
1776,1.0,0.0
1777,0.0,1.0
1782,0.0,1.0
1787,0.0,1.0
1792,0.0,1.0
1795,0.0,1.0
1799,0.0,1.0
1806,0.0,1.0
1812,1.0,0.0
1815,0.0,1.0
1816,1.0,0.0
1818,0.0,1.0
1820,0.0,1.0
1822,0.0,1.0
1825,0.0,1.0
1834,0.0,1.0
1840,0.0,1.0
1847,0.0,1.0
1852,0.0,1.0
1871,0.0,1.0
1877,1.0,0.0
1891,0.0,1.0
1893,0.0,1.0
1899,0.0,1.0
1900,0.0,1.0
1903,0.0,1.0
1915,0.0,1.0
1938,0.0,1.0
1950,1.0,0.0
1957,0.0,1.0
1960,0.0,1.0
1968,0.0,1.0
1977,0.0,1.0
1986,0.0,1.0
1989,0.0,1.0
2006,0.0,1.0
2009,0.0,1.0
2019,0.0,1.0
2024,1.0,0.0
2034,1.0,0.0
2041,1.0,0.0
2042,0.0,1.0
2044,1.0,0.0
2045,0.0,1.0
2049,0.0,1.0
2054,0.0,1.0
2056,0.0,1.0
2064,0.0,1.0
2070,0.0,1.0
2077,0.0,1.0
2083,0.0,1.0
2086,1.0,0.0
2133,0.0,1.0
2134,0.0,1.0
2139,0.0,1.0
2143,0.0,1.0
2144,0.0,1.0
2145,1.0,0.0
2147,1.0,0.0
2171,0.0,1.0
2183,1.0,0.0
2185,0.0,1.0
2190,0.0,1.0
2193,0.0,1.0
2194,0.0,1.0
2198,0.0,1.0
2201,0.0,1.0
2203,0.0,1.0
2211,0.0,1.0
2214,0.0,1.0
2216,1.0,0.0
2217,1.0,0.0
2219,1.0,0.0
2222,0.0,1.0
2232,0.0,1.0
2233,0.0,1.0
2235,0.0,1.0
2241,0.0,1.0
2252,0.0,1.0
2258,0.0,1.0
2281,0.0,1.0
2290,0.0,1.0
2291,0.0,1.0
2300,1.0,0.0
2302,1.0,0.0
2305,1.0,0.0
2308,0.0,1.0
2313,0.0,1.0
2331,0.0,1.0
2333,0.0,1.0
2339,0.0,1.0
2353,0.0,1.0
2365,0.0,1.0
2377,1.0,0.0
2385,0.0,1.0
2386,0.0,1.0
2399,0.0,1.0
2403,0.0,1.0
2415,0.0,1.0
2422,0.0,1.0
2423,0.0,1.0
2426,0.0,1.0
2428,0.0,1.0
2440,0.0,1.0
2441,0.0,1.0
2442,0.0,1.0
2443,0.0,1.0
2445,0.0,1.0
2447,0.0,1.0
2451,0.0,1.0
2455,0.0,1.0
2463,0.0,1.0
2470,0.0,1.0
2475,0.0,1.0
2476,1.0,0.0
2477,0.0,1.0
2480,0.0,1.0
2483,0.0,1.0
2489,0.0,1.0
2505,0.0,1.0
2509,0.0,1.0
2524,0.0,1.0
2530,1.0,0.0
2539,0.0,1.0
2560,0.0,1.0
2563,0.0,1.0
2572,1.0,0.0
2577,0.0,1.0
2579,0.0,1.0
2580,0.0,1.0
2591,0.0,1.0
2598,0.0,1.0
2604,0.0,1.0
2605,0.0,1.0
2617,1.0,0.0
2620,0.0,1.0
2641,0.0,1.0
2651,0.0,1.0
2657,1.0,0.0
2666,0.0,1.0
2670,0.0,1.0
2678,0.0,1.0
2681,0.0,1.0
2682,0.0,1.0
2687,0.0,1.0
2689,0.0,1.0
2693,0.0,1.0
2695,0.0,1.0
2696,0.0,1.0
2700,0.0,1.0
2701,0.0,1.0
2711,0.0,1.0
2712,0.0,1.0
2716,0.0,1.0
2722,0.0,1.0
2730,0.0,1.0
2736,0.0,1.0
2741,0.0,1.0
2750,0.0,1.0
2758,0.0,1.0
2765,0.0,1.0
2767,1.0,0.0
2769,0.0,1.0
2772,0.0,1.0
2775,0.0,1.0
2788,0.0,1.0
2789,0.0,1.0
2790,0.0,1.0
2794,0.0,1.0
2802,0.0,1.0
2807,0.0,1.0
2808,1.0,0.0
2809,0.0,1.0
2810,0.0,1.0
2817,0.0,1.0
2824,1.0,0.0
2826,0.0,1.0
2834,0.0,1.0
2856,0.0,1.0
2863,0.0,1.0
2880,0.0,1.0
2881,0.0,1.0
2888,0.0,1.0
2893,1.0,0.0
2901,0.0,1.0
2904,0.0,1.0
2905,0.0,1.0
2914,1.0,0.0
2915,0.0,1.0
2916,0.0,1.0
2918,0.0,1.0
2919,0.0,1.0
2927,0.0,1.0
2939,0.0,1.0
2955,1.0,0.0
2958,0.0,1.0
2959,0.0,1.0
2970,0.0,1.0
2975,1.0,0.0
2984,0.0,1.0
2997,0.0,1.0
3012,0.0,1.0
3013,1.0,0.0
3026,0.0,1.0
3030,0.0,1.0
3036,0.0,1.0
3084,0.0,1.0
3086,0.0,1.0
3087,1.0,0.0
3091,0.0,1.0
3095,0.0,1.0
3098,0.0,1.0
3106,0.0,1.0
3107,0.0,1.0
3113,0.0,1.0
3115,0.0,1.0
3134,0.0,1.0
3135,0.0,1.0
3136,1.0,0.0
3140,0.0,1.0
3141,0.0,1.0
3146,0.0,1.0
3147,0.0,1.0
3165,0.0,1.0
3172,0.0,1.0
3178,0.0,1.0
3179,0.0,1.0
3187,0.0,1.0
3194,0.0,1.0
3195,0.0,1.0
3196,0.0,1.0
3199,0.0,1.0
3200,0.0,1.0
3203,0.0,1.0
3212,0.0,1.0
3224,0.0,1.0
3230,0.0,1.0
3240,1.0,0.0
3247,0.0,1.0
3251,0.0,1.0
3256,0.0,1.0
3259,0.0,1.0
3264,0.0,1.0
3280,0.0,1.0
3297,0.0,1.0
3305,0.0,1.0
3309,0.0,1.0
3310,1.0,0.0
3320,0.0,1.0
3331,0.0,1.0
3340,0.0,1.0
3341,1.0,0.0
3342,0.0,1.0
3347,0.0,1.0
3351,0.0,1.0
3352,1.0,0.0
3354,0.0,1.0
3362,0.0,1.0
3364,0.0,1.0
3365,0.0,1.0
3368,0.0,1.0
3370,0.0,1.0
3375,0.0,1.0
3377,0.0,1.0
3380,0.0,1.0
3384,0.0,1.0
3407,0.0,1.0
3422,0.0,1.0
3426,1.0,0.0
3435,0.0,1.0
3438,0.0,1.0
3442,0.0,1.0
3444,0.0,1.0
3446,0.0,1.0
3448,0.0,1.0
3451,0.0,1.0
3452,0.0,1.0
3453,0.0,1.0
3456,0.0,1.0
3460,0.0,1.0
3463,0.0,1.0
3465,0.0,1.0
3468,0.0,1.0
3470,0.0,1.0
3475,0.0,1.0
3488,0.0,1.0
3489,0.0,1.0
3492,0.0,1.0
3496,0.0,1.0
3498,1.0,0.0
3501,1.0,0.0
3509,0.0,1.0
3514,1.0,0.0
3519,0.0,1.0
3520,0.0,1.0
3522,0.0,1.0
3528,1.0,0.0
3531,0.0,1.0
3536,0.0,1.0
3538,1.0,0.0
3542,1.0,0.0
3543,0.0,1.0
3547,0.0,1.0
3555,0.0,1.0
3562,1.0,0.0
3563,0.0,1.0
3566,0.0,1.0
3570,0.0,1.0
3575,1.0,0.0
3580,0.0,1.0
3586,0.0,1.0
3588,1.0,0.0
3589,0.0,1.0
3600,0.0,1.0
3605,0.0,1.0
3613,1.0,0.0
3619,0.0,1.0
3624,0.0,1.0
3626,0.0,1.0
3628,0.0,1.0
3632,1.0,0.0
3644,0.0,1.0
3647,0.0,1.0
3652,0.0,1.0
3656,0.0,1.0
3663,0.0,1.0
3670,0.0,1.0
3677,1.0,0.0
3686,0.0,1.0
3691,0.0,1.0
3703,0.0,1.0
3708,0.0,1.0
3709,0.0,1.0
3712,0.0,1.0
3727,1.0,0.0
3729,0.0,1.0
3731,1.0,0.0
3743,1.0,0.0
3744,0.0,1.0
3745,0.0,1.0
3750,0.0,1.0
3754,0.0,1.0
3760,0.0,1.0
3761,0.0,1.0
3763,0.0,1.0
3765,0.0,1.0
3766,0.0,1.0
3768,0.0,1.0
3769,0.0,1.0
3773,0.0,1.0
3787,0.0,1.0
3791,0.0,1.0
3793,0.0,1.0
3800,0.0,1.0
3802,0.0,1.0
3807,0.0,1.0
3815,0.0,1.0
3816,0.0,1.0
3820,1.0,0.0
3824,0.0,1.0
3834,0.0,1.0
3835,0.0,1.0
3844,0.0,1.0
3856,0.0,1.0
3869,0.0,1.0
3890,0.0,1.0
3893,0.0,1.0
3899,0.0,1.0
3921,0.0,1.0
3922,0.0,1.0
3925,0.0,1.0
3931,0.0,1.0
3932,0.0,1.0
3934,0.0,1.0
3935,0.0,1.0
3945,0.0,1.0
3966,0.0,1.0
3972,0.0,1.0
3981,1.0,0.0
3982,1.0,0.0
3987,1.0,0.0
4004,0.0,1.0
4006,0.0,1.0
4009,0.0,1.0
4010,0.0,1.0
4018,0.0,1.0
4019,0.0,1.0
4022,0.0,1.0
4024,0.0,1.0
4026,0.0,1.0
4027,0.0,1.0
4042,0.0,1.0
4046,0.0,1.0
4057,1.0,0.0
4065,0.0,1.0
4069,1.0,0.0
4070,0.0,1.0
4080,0.0,1.0
4081,0.0,1.0
4093,0.0,1.0
4095,0.0,1.0
4097,0.0,1.0
4108,0.0,1.0
4115,0.0,1.0
4125,0.0,1.0
4128,0.0,1.0
4146,0.0,1.0
4153,0.0,1.0
4163,0.0,1.0
4167,0.0,1.0
4177,0.0,1.0
4178,0.0,1.0
4182,1.0,0.0
4184,0.0,1.0
4197,1.0,0.0
4198,0.0,1.0
4199,0.0,1.0
4217,1.0,0.0
4218,0.0,1.0
4220,0.0,1.0
4225,1.0,0.0
4229,1.0,0.0
4233,0.0,1.0
4236,0.0,1.0
4239,0.0,1.0
4240,1.0,0.0
4242,1.0,0.0
4248,0.0,1.0
4254,0.0,1.0
4256,0.0,1.0
4258,0.0,1.0
4268,0.0,1.0
4280,1.0,0.0
4287,0.0,1.0
4296,0.0,1.0
4304,1.0,0.0
4317,0.0,1.0
4326,0.0,1.0
4335,0.0,1.0
4350,0.0,1.0
4351,0.0,1.0
4366,0.0,1.0
4377,0.0,1.0
4379,0.0,1.0
4392,0.0,1.0
4399,1.0,0.0
4407,0.0,1.0
4410,1.0,0.0
4435,0.0,1.0
4437,0.0,1.0
4441,0.0,1.0
4443,0.0,1.0
4445,0.0,1.0
4451,1.0,0.0
4454,0.0,1.0
4459,0.0,1.0
4467,1.0,0.0
4472,0.0,1.0
4475,0.0,1.0
4480,0.0,1.0
4486,0.0,1.0
4507,1.0,0.0
4516,0.0,1.0
4518,1.0,0.0
4523,0.0,1.0
4524,1.0,0.0
4527,0.0,1.0
4536,0.0,1.0
4540,0.0,1.0
4544,0.0,1.0
4557,0.0,1.0
4558,0.0,1.0
4563,0.0,1.0
4564,0.0,1.0
4568,0.0,1.0
4574,0.0,1.0
4581,0.0,1.0
4606,0.0,1.0
4608,0.0,1.0
4636,0.0,1.0
4638,0.0,1.0
4639,1.0,0.0
4654,0.0,1.0
4664,0.0,1.0
4667,0.0,1.0
4669,0.0,1.0
4674,0.0,1.0
4680,0.0,1.0
4685,0.0,1.0
4692,0.0,1.0
4700,0.0,1.0
4702,1.0,0.0
4704,0.0,1.0
4707,0.0,1.0
4722,0.0,1.0
4740,0.0,1.0
4742,1.0,0.0
4744,0.0,1.0
4749,0.0,1.0
4750,0.0,1.0
4766,0.0,1.0
4799,0.0,1.0
4800,0.0,1.0
4813,0.0,1.0
4817,0.0,1.0
4818,1.0,0.0
4821,0.0,1.0
4824,1.0,0.0
4837,0.0,1.0
4844,0.0,1.0
4847,0.0,1.0
4855,0.0,1.0
4869,0.0,1.0
4882,1.0,0.0
4885,0.0,1.0
4887,0.0,1.0
4892,0.0,1.0
4897,0.0,1.0
4898,0.0,1.0
4906,1.0,0.0
4907,0.0,1.0
4919,0.0,1.0
4925,0.0,1.0
4931,0.0,1.0
4935,0.0,1.0
4936,0.0,1.0
4940,0.0,1.0
4945,0.0,1.0
4946,1.0,0.0
4947,0.0,1.0
4960,0.0,1.0
4965,0.0,1.0
4970,0.0,1.0
4973,0.0,1.0
4977,1.0,0.0
4991,0.0,1.0
5002,0.0,1.0
5005,0.0,1.0
5011,0.0,1.0
5017,0.0,1.0
5019,0.0,1.0
5021,1.0,0.0
5024,0.0,1.0
5025,0.0,1.0
5029,1.0,0.0
5034,1.0,0.0
5040,0.0,1.0
5042,0.0,1.0
5043,0.0,1.0
5053,0.0,1.0
5055,0.0,1.0
5067,1.0,0.0
5072,0.0,1.0
5076,0.0,1.0
5082,0.0,1.0
5086,0.0,1.0
5094,0.0,1.0
5095,0.0,1.0
5100,0.0,1.0
5106,0.0,1.0
5107,1.0,0.0
5111,0.0,1.0
5112,0.0,1.0
5119,0.0,1.0
5122,1.0,0.0
5132,1.0,0.0
5136,0.0,1.0
5145,0.0,1.0
5154,0.0,1.0
5155,0.0,1.0
5160,0.0,1.0
5162,0.0,1.0
5174,0.0,1.0
5176,0.0,1.0
5178,0.0,1.0
5186,0.0,1.0
5191,0.0,1.0
5195,0.0,1.0
5202,0.0,1.0
5215,0.0,1.0
5222,0.0,1.0
5224,0.0,1.0
5225,0.0,1.0
5232,0.0,1.0
5233,0.0,1.0
5262,0.0,1.0
5280,0.0,1.0
5309,0.0,1.0
5318,0.0,1.0
5328,1.0,0.0
5332,0.0,1.0
5333,0.0,1.0
5335,0.0,1.0
5339,1.0,0.0
5341,0.0,1.0
5347,0.0,1.0
5349,1.0,0.0
5360,0.0,1.0
5363,0.0,1.0
5375,0.0,1.0
5382,1.0,0.0
5385,0.0,1.0
5394,0.0,1.0
5397,1.0,0.0
5411,0.0,1.0
5420,1.0,0.0
5423,0.0,1.0
5424,1.0,0.0
5430,0.0,1.0
5431,0.0,1.0
5433,0.0,1.0
5440,0.0,1.0
5442,0.0,1.0
5443,0.0,1.0
5455,0.0,1.0
5456,0.0,1.0
5471,0.0,1.0
5477,0.0,1.0
5491,0.0,1.0
5495,0.0,1.0
5497,0.0,1.0
5500,0.0,1.0
5514,0.0,1.0
5518,0.0,1.0
5521,0.0,1.0
5522,1.0,0.0
5525,0.0,1.0
5528,0.0,1.0
5532,1.0,0.0
5536,0.0,1.0
5542,0.0,1.0
5546,0.0,1.0
5548,0.0,1.0
5551,0.0,1.0
5560,0.0,1.0
5564,0.0,1.0
5571,0.0,1.0
5579,1.0,0.0
5581,0.0,1.0
5587,0.0,1.0
5591,0.0,1.0
5598,0.0,1.0
5602,0.0,1.0
5613,0.0,1.0
5614,0.0,1.0
5615,0.0,1.0
5617,0.0,1.0
5618,0.0,1.0
5622,0.0,1.0
5627,0.0,1.0
5628,0.0,1.0
5634,0.0,1.0
5639,0.0,1.0
5642,0.0,1.0
5643,0.0,1.0
5646,1.0,0.0
5656,0.0,1.0
5658,0.0,1.0
5672,0.0,1.0
5674,0.0,1.0
5675,0.0,1.0
5680,0.0,1.0
5682,0.0,1.0
5695,0.0,1.0
5701,0.0,1.0
5702,0.0,1.0
5707,1.0,0.0
5715,0.0,1.0
5716,0.0,1.0
5721,0.0,1.0
5722,1.0,0.0
5731,1.0,0.0
5735,0.0,1.0
5740,1.0,0.0
5750,0.0,1.0
5751,0.0,1.0
5756,1.0,0.0
5760,0.0,1.0
5767,0.0,1.0
5772,0.0,1.0
5786,0.0,1.0
5791,0.0,1.0
5797,0.0,1.0
5798,0.0,1.0
5801,0.0,1.0
5827,0.0,1.0
5835,0.0,1.0
5839,0.0,1.0
5842,0.0,1.0
5844,0.0,1.0
5851,0.0,1.0
5856,0.0,1.0
5879,0.0,1.0
5881,1.0,0.0
5883,0.0,1.0
5886,0.0,1.0
5905,0.0,1.0
5918,0.0,1.0
5922,1.0,0.0
5923,0.0,1.0
5936,0.0,1.0
5937,1.0,0.0
5938,0.0,1.0
5940,0.0,1.0
5950,0.0,1.0
5952,0.0,1.0
5968,1.0,0.0
5977,0.0,1.0
5996,0.0,1.0
6006,1.0,0.0
6008,0.0,1.0
6012,0.0,1.0
6017,0.0,1.0
6021,0.0,1.0
6023,0.0,1.0
6025,0.0,1.0
6040,0.0,1.0
6054,0.0,1.0
6057,0.0,1.0
6061,0.0,1.0
6062,0.0,1.0
6069,0.0,1.0
6071,0.0,1.0
6084,0.0,1.0
6085,0.0,1.0
6095,0.0,1.0
6098,0.0,1.0
6104,0.0,1.0
6106,0.0,1.0
6114,0.0,1.0
6130,0.0,1.0
6135,0.0,1.0
6147,0.0,1.0
6154,0.0,1.0
6156,0.0,1.0
6158,1.0,0.0
6165,0.0,1.0
6166,0.0,1.0
6171,0.0,1.0
6176,0.0,1.0
6180,0.0,1.0
6187,0.0,1.0
6188,0.0,1.0
6204,0.0,1.0
6228,0.0,1.0
6232,0.0,1.0
6234,0.0,1.0
6235,1.0,0.0
6239,0.0,1.0
6240,0.0,1.0
6247,0.0,1.0
6254,0.0,1.0
6257,0.0,1.0
6265,0.0,1.0
6269,0.0,1.0
6278,1.0,0.0
6288,0.0,1.0
6293,0.0,1.0
6310,0.0,1.0
6324,0.0,1.0
6325,0.0,1.0
6329,0.0,1.0
6332,0.0,1.0
6336,0.0,1.0
6341,1.0,0.0
6354,0.0,1.0
6363,0.0,1.0
6364,0.0,1.0
6365,0.0,1.0
6366,0.0,1.0
6369,1.0,0.0
6376,0.0,1.0
6387,0.0,1.0
6389,0.0,1.0
6393,0.0,1.0
6396,1.0,0.0
6422,1.0,0.0
6427,0.0,1.0
6438,0.0,1.0
6440,0.0,1.0
6459,0.0,1.0
6460,0.0,1.0
6474,0.0,1.0
6477,0.0,1.0
6482,0.0,1.0
6491,0.0,1.0
6494,0.0,1.0
6499,1.0,0.0
6503,0.0,1.0
6505,0.0,1.0
6508,1.0,0.0
6520,0.0,1.0
6526,0.0,1.0
6531,0.0,1.0
6548,0.0,1.0
6565,0.0,1.0
6566,0.0,1.0
6567,0.0,1.0
6575,0.0,1.0
6579,0.0,1.0
6581,0.0,1.0
6582,0.0,1.0
6593,0.0,1.0
6597,1.0,0.0
6599,0.0,1.0
6602,1.0,0.0
6615,0.0,1.0
6617,0.0,1.0
6618,0.0,1.0
6623,1.0,0.0
6624,0.0,1.0
6628,0.0,1.0
6630,0.0,1.0
6639,0.0,1.0
6656,0.0,1.0
6663,0.0,1.0
6681,0.0,1.0
6683,0.0,1.0
6689,0.0,1.0
6700,0.0,1.0
6703,0.0,1.0
6705,0.0,1.0
6708,0.0,1.0
6711,0.0,1.0
6714,0.0,1.0
6723,0.0,1.0
6729,1.0,0.0
6734,0.0,1.0
6737,0.0,1.0
6739,0.0,1.0
6743,1.0,0.0
6755,0.0,1.0
6757,1.0,0.0
6761,0.0,1.0
6763,0.0,1.0
6772,0.0,1.0
6777,0.0,1.0
6785,1.0,0.0
6789,0.0,1.0
6797,0.0,1.0
6802,0.0,1.0
6806,0.0,1.0
6807,0.0,1.0
6815,0.0,1.0
6830,0.0,1.0
6839,0.0,1.0
6861,0.0,1.0
6865,0.0,1.0
6868,1.0,0.0
6884,1.0,0.0
6887,0.0,1.0
6891,0.0,1.0
6903,0.0,1.0
6910,0.0,1.0
6917,0.0,1.0
6919,1.0,0.0
6930,0.0,1.0
6933,0.0,1.0
6942,0.0,1.0
6949,0.0,1.0
6953,0.0,1.0
6968,0.0,1.0
6971,0.0,1.0
6972,0.0,1.0
6973,0.0,1.0
7007,0.0,1.0
7008,0.0,1.0
7012,0.0,1.0
7023,0.0,1.0
7025,0.0,1.0
7029,0.0,1.0
7033,1.0,0.0
7037,0.0,1.0
7041,0.0,1.0
7043,0.0,1.0
7044,0.0,1.0
7061,0.0,1.0
7064,0.0,1.0
7068,0.0,1.0
7071,0.0,1.0
7083,0.0,1.0
7089,0.0,1.0
7095,0.0,1.0
7105,0.0,1.0
7108,0.0,1.0
7123,0.0,1.0
7139,0.0,1.0
7144,0.0,1.0
7145,0.0,1.0
7149,0.0,1.0
7158,1.0,0.0
7161,0.0,1.0
7162,0.0,1.0
7173,0.0,1.0
7178,0.0,1.0
7182,0.0,1.0
7190,1.0,0.0
7191,0.0,1.0
7196,0.0,1.0
7197,1.0,0.0
7205,0.0,1.0
7245,0.0,1.0
7247,0.0,1.0
7256,0.0,1.0
7258,0.0,1.0
7261,1.0,0.0
7262,0.0,1.0
7269,0.0,1.0
7274,1.0,0.0
7278,0.0,1.0
7281,0.0,1.0
7285,0.0,1.0
7286,0.0,1.0
7290,0.0,1.0
7297,1.0,0.0
7320,1.0,0.0
7332,0.0,1.0
7336,1.0,0.0
7340,0.0,1.0
7365,0.0,1.0
7372,0.0,1.0
7388,0.0,1.0
7394,1.0,0.0
7399,0.0,1.0
7414,0.0,1.0
7417,0.0,1.0
7430,0.0,1.0
7433,0.0,1.0
7436,0.0,1.0
7440,0.0,1.0
7443,0.0,1.0
7446,1.0,0.0
7452,0.0,1.0
7453,0.0,1.0
7475,0.0,1.0
7491,0.0,1.0
7492,1.0,0.0
7497,0.0,1.0
7510,1.0,0.0
7516,0.0,1.0
7518,0.0,1.0
7519,0.0,1.0
7524,1.0,0.0
7535,0.0,1.0
7560,0.0,1.0
7570,1.0,0.0
7578,0.0,1.0
7579,1.0,0.0
7584,0.0,1.0
7590,0.0,1.0
7598,0.0,1.0
7602,0.0,1.0
7613,0.0,1.0
7628,0.0,1.0
7630,1.0,0.0
7634,1.0,0.0
7646,1.0,0.0
7649,0.0,1.0
7651,0.0,1.0
7682,0.0,1.0
7683,0.0,1.0
7687,0.0,1.0
7693,0.0,1.0
7696,0.0,1.0
7711,0.0,1.0
7735,1.0,0.0
7749,1.0,0.0
7751,0.0,1.0
7753,0.0,1.0
7755,0.0,1.0
7756,1.0,0.0
7757,0.0,1.0
7760,0.0,1.0
7765,1.0,0.0
7766,0.0,1.0
7767,0.0,1.0
7771,1.0,0.0
7777,0.0,1.0
7789,1.0,0.0
7804,1.0,0.0
7809,0.0,1.0
7814,1.0,0.0
7825,0.0,1.0
7834,0.0,1.0
7836,0.0,1.0
7838,1.0,0.0
7839,1.0,0.0
7841,0.0,1.0
7844,0.0,1.0
7849,0.0,1.0
7865,0.0,1.0
7887,1.0,0.0
7891,0.0,1.0
7895,0.0,1.0
7897,0.0,1.0
7914,0.0,1.0
7925,0.0,1.0
7926,0.0,1.0
7944,0.0,1.0
7945,1.0,0.0
7949,0.0,1.0
7950,0.0,1.0
